timestamp,sensor_type,ch0,ch1,ch2,ch3,ch4,ch5,alchohol

Wed Sep 17 15:19:05 2025,AS7263,3.4909026622772212,2.1663503646850586,2.4318104104844327,0.8560808300971985,0.884426474571228,1.2848277399539945,0.49467743273275
Wed Sep 17 15:21:58 2025,AS7263,2.327268362045288,1.121405525450754,1.6016866689538367,0.8560808300971985,0.884426474571228,1.1201636791229248,0.45195052700762495
Wed Sep 17 15:22:22 2025,AS7263,2.394349563821401,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.45840881544812495
Wed Sep 17 15:23:57 2025,AS7263,2.327268362045288,1.1099364225182866,0.8173345327377319,0.8560808300971985,0.884426474571228,1.1201636791229248,0.502328498744125
Wed Sep 17 15:24:35 2025,AS7263,2.5597001162876953,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,2.2403273582458496,0.47967874909862496

2nd reading
Wed Sep 17 15:26:00 2025,AS7263,3.4909026622772212,2.1663503646850586,1.9939522144436832,0.8560808300971985,0.884426474571228,1.1201636791229248,0.4459848723249999
Wed Sep 17 15:26:13 2025,AS7263,3.661956869363784,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.44063859872799993
Wed Sep 17 15:26:28 2025,AS7263,3.4909026622772212,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.574190317982137,0.4625248669978749
Wed Sep 17 15:26:42 2025,AS7263,3.4909026622772212,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,2.2403273582458496,0.45007682809387495
Wed Sep 17 15:27:04 2025,AS7263,3.8900291454792018,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,2.2403273582458496,0.4733980154286249

3rd reading
Wed Sep 17 15:28:10 2025,AS7263,4.654536724090576,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.4635097492588749
Wed Sep 17 15:28:48 2025,AS7263,4.375148185849189,2.1663503646850586,2.4520037174224854,1.5938558267033631,0.884426474571228,2.2403273582458496,0.4427126487792499
Wed Sep 17 15:30:02 2025,AS7263,4.654536724090576,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.8598323888470953,0.4343687489137499

4th reading

Wed Sep 17 15:33:33 2025,AS7263,12.352058597688673,3.63692099547378,3.716710009981524,2.5682425498962402,1.768852949142456,3.3604910373687744,0.47491722983387497
Wed Sep 17 15:33:50 2025,AS7263,4.578830811883307,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.45583463561149984
Wed Sep 17 15:34:10 2025,AS7263,5.798046663789674,2.1663503646850586,1.7249207842394112,0.8560808300971985,0.884426474571228,2.2403273582458496,0.4604413835368749
Wed Sep 17 15:34:29 2025,AS7263,10.472707748413086,3.9460071892738338,1.5934582410002947,0.8560808300971985,1.768852949142456,2.2403273582458496,0.48310605784337496
Wed Sep 17 15:34:46 2025,AS7263,4.654536724090576,2.1663503646850586,2.278679815316069,1.0506632112938852,0.9062773715356625,2.2403273582458496,0.48813503491724997

5th reading

Wed Sep 17 15:37:01 2025,AS7263,9.445973859969136,2.1663503646850586,1.909848478758335,0.8560808300971985,1.768852949142456,2.2403273582458496,0.6061058948164999
Wed Sep 17 15:37:23 2025,AS7263,39.04341723251343,6.499051094055176,3.2693381309509277,2.5682425498962402,4.42213249206543,5.600818634033203,0.5869580350606249
Wed Sep 17 15:37:57 2025,AS7263,3.6864746390461915,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.3437890002157755,0.53774918770575
Wed Sep 17 15:38:19 2025,AS7263,3.8900291454792018,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.8898281430482862,0.5145093406002499
Wed Sep 17 15:38:41 2025,AS7263,4.654536724090576,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,2.2403273582458496,0.4996275536747499

6th reading

Wed Sep 17 15:41:48 2025,AS7263,4.226844188305138,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.438472315739625
Wed Sep 17 15:42:17 2025,AS7263,3.4909026622772212,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.4382647242396249
Wed Sep 17 15:42:36 2025,AS7263,4.30544650554657,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1395362412156391,0.4365367562399999
Wed Sep 17 15:42:54 2025,AS7263,4.343092383078013,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,2.2403273582458496,0.43365798515087495
Wed Sep 17 15:43:11 2025,AS7263,4.654536724090576,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,2.2403273582458496,0.43934786745374993

7th reading

Wed Sep 17 15:43:33 2025,AS7263,3.4909026622772212,2.1663503646850586,0.8726806700078841,0.8560808300971985,0.884426474571228,1.1201636791229248,0.433279896864625
Wed Sep 17 15:44:45 2025,AS7263,4.578830811883307,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.4288976908633749
Wed Sep 17 15:45:08 2025,AS7263,3.808655409138189,2.1663503646850586,1.9798168995870467,0.8560808300971985,0.884426474571228,1.8397030475332565,0.4283606388142499
Wed Sep 17 15:45:54 2025,AS7263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Wed Sep 17 15:45:59 2025,AS7263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Wed Sep 17 15:47:49 2025,AS7263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0


new readings

Wed Sep 17 16:03:55 2025,AS7263,3.4909026622772212,2.1663503646850586,1.561661146287382,0.8560808300971985,0.884426474571228,1.1201636791229248,0.5594627663398748
Wed Sep 17 16:04:27 2025,AS7263,4.558706455473779,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.6526892305948749
Wed Sep 17 16:05:39 2025,AS7263,4.654536724090576,2.1663503646850586,2.3846926942956443,0.8560808300971985,0.884426474571228,1.1201636791229248,0.7057825840259999
Wed Sep 17 16:06:40 2025,AS7263,3.1876063855492585,1.7630290023646351,0.8173345327377319,0.8560808300971985,0.884426474571228,1.1201636791229248,0.6714549050866249
